time,open,high,low,close,volume,ema20,ema50,rsi14,atr14,ema50_slope,sin_hour,cos_hour,ret1,atr_pct,y
2025-05-20 14:00:00+00:00,144.598,144.598,144.457,144.468,886,144.50278143586556,144.49028324566018,85.71930502311443,0.12629953665139998,0.011283245660166585,-0.4999999999999997,-0.8660254037844388,-0.0008852250408034612,0.0008742388394066506,1
2025-05-20 14:15:00+00:00,144.468,144.559,144.46,144.532,836,144.50556415625934,144.49191919681078,86.59840423370713,0.12434956974772782,0.00974272622255512,-0.555570233019602,-0.8314696123025455,0.00044300467923696907,0.0008603601261155164,1
2025-05-20 14:30:00+00:00,144.532,144.67,144.532,144.644,859,144.51874852232987,144.49788314987703,87.99155481076392,0.12532460048003133,0.01289007029225786,-0.6087614290087207,-0.7933533402912352,0.0007749148977389542,0.0008664348364262003,1
2025-05-20 14:45:00+00:00,144.643,144.649,144.565,144.589,762,144.52543913925084,144.5014563596858,83.40623719190141,0.12237284330288646,0.014541440084741453,-0.6593458151000688,-0.7518398074789774,-0.0003802439091840082,0.000846349606836526,1
2025-05-20 15:00:00+00:00,144.592,144.69,144.555,144.659,978,144.53815922122695,144.5076345416589,84.51243218203437,0.12327478306696535,0.01644177576767447,-0.7071067811865471,-0.7071067811865479,0.00048413088132570614,0.0008521749982162559,1
2025-05-20 15:15:00+00:00,144.658,144.747,144.654,144.713,1176,144.55481072396722,144.5156880890448,85.32515195386351,0.12111229856218338,0.02540484338462079,-0.7518398074789773,-0.6593458151000691,0.0003732916721392865,0.0008369137434935588,1
2025-05-20 15:30:00+00:00,144.708,144.798,144.672,144.784,1134,144.57663827406557,144.52621012476854,86.34012302594462,0.12146142009345634,0.03429092795775546,-0.7933533402912349,-0.6087614290087209,0.0004906262740735912,0.0008389146597238393,1
2025-05-20 15:45:00+00:00,144.782,144.839,144.743,144.811,1204,144.59895843844026,144.53737835516978,86.71638171466607,0.11964274722963829,0.03949520529275219,-0.8314696123025452,-0.5555702330196022,0.00018648469444149107,0.0008261993027438404,1
2025-05-20 16:00:00+00:00,144.815,144.923,144.801,144.906,1372,144.62820049192214,144.55183410594742,87.97179074737316,0.11981112242752227,0.05037774626163127,-0.8660254037844385,-0.5000000000000004,0.0006560275117222236,0.0008268196101439711,0
2025-05-20 16:15:00+00:00,144.908,144.974,144.864,144.886,1115,144.6527528260248,144.56493865081222,86.12636717164808,0.11911032796841249,0.0573041091533355,-0.8968727415326883,-0.44228869021900136,-0.00013802050984779157,0.0008220968759466925,0
